scorer,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000,DLC_resnet50_EPMApr27shuffle1_850000
bodyparts,nose,nose,nose,left paw,left paw,left paw,right paw,right paw,right paw,left hindpaw,left hindpaw,left hindpaw,right hindpaw,right hindpaw,right hindpaw,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
427,615.0011596679688,578.8191528320312,0.9999990463256836,576.3361206054688,555.9003295898438,0.999971866607666,581.871337890625,522.5927124023438,0.9999840259552002,505.73052978515625,495.0954284667969,0.9993513226509094,554.2838134765625,478.12457275390625,0.9999785423278809,522.1054077148438,477.35205078125,0.9999940395355225
428,614.8027954101562,577.9609985351562,0.9999986886978149,576.3428955078125,555.5698852539062,0.9999589920043945,582.0250854492188,522.6192016601562,0.999981164932251,505.64080810546875,495.10040283203125,0.9994776844978333,554.2886962890625,478.21881103515625,0.9999810457229614,522.123291015625,477.1742248535156,0.9999945163726807
429,614.6542358398438,579.3442993164062,0.9999988079071045,576.264404296875,555.5067749023438,0.9999833106994629,585.1686401367188,524.301513671875,0.9999042749404907,505.9103698730469,495.1800231933594,0.9996551275253296,554.3554077148438,478.52716064453125,0.9999822378158569,522.2692260742188,477.0323486328125,0.9999947547912598
430,613.4613647460938,582.0137329101562,0.9999966621398926,576.0205078125,558.2156372070312,0.99998939037323,608.8484497070312,544.5250244140625,0.9995676875114441,505.9250183105469,495.20977783203125,0.9995334148406982,554.787353515625,478.5501708984375,0.9999864101409912,522.309326171875,477.0389709472656,0.9999942779541016
431,613.4073486328125,584.3257446289062,0.9999898672103882,575.1249389648438,558.9490966796875,0.9999638795852661,607.943359375,548.9188232421875,0.9944348931312561,506.15118408203125,495.146728515625,0.9995182752609253,554.7398071289062,478.68353271484375,0.9999866485595703,522.3213500976562,476.75262451171875,0.9999936819076538
432,612.4281005859375,585.8798217773438,0.9999822378158569,575.0189819335938,559.1073608398438,0.9999189376831055,609.31494140625,549.629638671875,0.993586003780365,506.13250732421875,494.9766540527344,0.9995152950286865,554.809814453125,478.7876892089844,0.9999881982803345,522.7199096679688,476.8562927246094,0.9999933242797852
433,611.8031005859375,588.06884765625,0.9999831914901733,575.41064453125,559.297607421875,0.999923586845398,610.6358032226562,550.4415283203125,0.9978170394897461,506.4337158203125,495.0938720703125,0.9996091723442078,554.78515625,478.82708740234375,0.9999879598617554,523.3905639648438,476.92822265625,0.9999940395355225
434,611.9650268554688,590.2457275390625,0.9999910593032837,575.7636108398438,559.468017578125,0.9999098777770996,611.125732421875,554.4463500976562,0.9993044137954712,506.5047607421875,495.1876525878906,0.9995642304420471,554.7222900390625,478.81884765625,0.9999852180480957,523.5931396484375,477.37786865234375,0.999994158744812
435,611.3579711914062,590.7904663085938,0.9999918937683105,575.9097900390625,559.0949096679688,0.999915599822998,610.9058837890625,553.6304321289062,0.9993045330047607,506.44769287109375,495.2013854980469,0.9995337724685669,554.6578979492188,478.78448486328125,0.9999850988388062,523.829833984375,477.4751281738281,0.9999942779541016
436,611.4590454101562,590.4301147460938,0.9999932050704956,575.6542358398438,559.2662353515625,0.9999326467514038,610.58154296875,553.8427734375,0.9987055063247681,506.489990234375,495.1731262207031,0.9995224475860596,554.7744750976562,478.83392333984375,0.9999872446060181,523.3471069335938,477.29376220703125,0.9999939203262329
437,612.539306640625,589.4895629882812,0.9999921321868896,575.7080078125,559.568603515625,0.99992835521698,609.8193359375,553.489990234375,0.9947388768196106,506.5095520019531,495.1009216308594,0.9994852542877197,554.8565673828125,478.8631896972656,0.9999876022338867,523.1157836914062,477.25494384765625,0.9999935626983643
438,615.0332641601562,587.62109375,0.9999842643737793,575.8560791015625,559.7398071289062,0.9998677968978882,609.952392578125,555.5519409179688,0.9652820825576782,506.5851135253906,495.07525634765625,0.9994578957557678,554.8827514648438,478.92022705078125,0.9999877214431763,523.146728515625,477.1266784667969,0.9999933242797852
439,617.3135986328125,585.4267578125,0.999924898147583,575.9954223632812,559.4276733398438,0.9998273849487305,610.464599609375,557.6129760742188,0.935941219329834,506.4591979980469,495.0536804199219,0.9996610879898071,555.0396118164062,478.9391784667969,0.9999895095825195,523.3923950195312,477.3677673339844,0.9999943971633911
440,618.5508422851562,587.0353393554688,0.9999277591705322,575.8627319335938,559.68310546875,0.9996073842048645,614.888427734375,570.01318359375,0.9521591663360596,506.562744140625,495.0511169433594,0.999560534954071,554.8413696289062,478.9479064941406,0.9999896287918091,523.7575073242188,477.6614685058594,0.9999935626983643
441,618.6646118164062,586.62060546875,0.9999464750289917,576.3523559570312,559.4490966796875,0.9996622800827026,615.243408203125,569.9762573242188,0.9494690895080566,506.5592346191406,495.3327941894531,0.9994953870773315,554.7025756835938,478.91778564453125,0.999985933303833,523.5455932617188,477.9071350097656,0.9999924898147583
442,618.5653686523438,583.9810180664062,0.9998145699501038,576.7216796875,559.9971313476562,0.9992778897285461,612.8870849609375,563.0502319335938,0.9300427436828613,506.7504577636719,495.4552307128906,0.9992669224739075,554.6151733398438,478.83624267578125,0.9999839067459106,523.31494140625,477.3708801269531,0.999990701675415
443,620.3831787109375,583.1947021484375,0.9999614953994751,576.6820678710938,560.693115234375,0.998233437538147,613.663818359375,562.0880737304688,0.9541343450546265,507.0481262207031,495.4355163574219,0.9993581175804138,554.3604125976562,478.88140869140625,0.9999817609786987,524.3853759765625,478.0345153808594,0.9999916553497314
444,621.4920654296875,583.8530883789062,0.9999091625213623,576.6964721679688,560.572509765625,0.9940224289894104,612.1695556640625,559.385498046875,0.9931650757789612,508.1160583496094,495.6995849609375,0.999158501625061,554.471923828125,479.27685546875,0.9999861717224121,524.973388671875,478.26513671875,0.9999909400939941
445,621.943603515625,584.3888549804688,0.9998464584350586,576.3760375976562,559.6185302734375,0.9969393014907837,612.8439331054688,557.5098876953125,0.9974554181098938,508.34307861328125,495.7865905761719,0.9990413784980774,554.3633422851562,479.1564636230469,0.9999873638153076,525.4381103515625,478.132568359375,0.9999901056289673
446,622.146484375,586.21533203125,0.999904990196228,576.41845703125,558.8567504882812,0.9936220049858093,614.0158081054688,556.5596923828125,0.9982888102531433,509.80023193359375,496.44146728515625,0.9985161423683167,554.309326171875,479.084716796875,0.9999877214431763,525.3896484375,478.04107666015625,0.9999884366989136
447,622.8471069335938,587.1565551757812,0.9999257326126099,576.5624389648438,558.6583862304688,0.9921919703483582,614.01806640625,556.366455078125,0.9980227947235107,509.8688659667969,496.5814208984375,0.9985225796699524,554.5573120117188,478.9820861816406,0.99998939037323,526.0546264648438,479.08807373046875,0.9999878406524658
448,622.74462890625,586.6287841796875,0.9999043941497803,576.6392822265625,558.6216430664062,0.9933585524559021,615.3855590820312,556.8523559570312,0.9969555139541626,509.9656066894531,496.55975341796875,0.9983935952186584,554.5535888671875,478.9846496582031,0.9999892711639404,525.857177734375,477.913330078125,0.999985933303833
449,621.5556030273438,584.158935546875,0.9998551607131958,576.6659545898438,557.5589599609375,0.9962989687919617,616.5248413085938,556.3128051757812,0.9985515475273132,509.9860534667969,496.5052795410156,0.9985440969467163,554.5579833984375,479.0320739746094,0.99998939037323,525.7197265625,478.1033935546875,0.999984860420227
450,622.9168701171875,582.93994140625,0.9992161989212036,576.1289672851562,557.6358642578125,0.9946702122688293,612.876953125,552.4617309570312,0.999036431312561,510.133544921875,496.6468505859375,0.9981287121772766,554.4566040039062,479.1006164550781,0.9999885559082031,525.9375,479.08837890625,0.9999845027923584
451,624.0809326171875,583.8499755859375,0.9994712471961975,575.7199096679688,557.9424438476562,0.9919993281364441,612.20068359375,552.670166015625,0.9980754852294922,510.053466796875,496.5873107910156,0.9984577894210815,554.4833984375,479.07391357421875,0.999990701675415,526.11083984375,478.7605895996094,0.999987006187439
452,624.4204711914062,583.525146484375,0.9991257786750793,576.138671875,557.8992309570312,0.99595707654953,612.8750610351562,552.482177734375,0.9988314509391785,510.0428161621094,496.6075439453125,0.9981812238693237,554.5992431640625,479.07830810546875,0.9999897480010986,526.1036987304688,478.8590087890625,0.9999862909317017
453,621.8373413085938,583.0187377929688,0.9997765421867371,575.8015747070312,557.2052612304688,0.9982193112373352,613.653564453125,551.93359375,0.9994035959243774,510.2193908691406,496.6964416503906,0.9977606534957886,554.6273803710938,478.9881286621094,0.99998939037323,525.9954223632812,478.8163757324219,0.9999856948852539
454,622.7381591796875,581.4027709960938,0.9994779229164124,576.168701171875,557.429931640625,0.9980643391609192,610.8715209960938,549.4834594726562,0.9994170665740967,510.2298583984375,496.682861328125,0.9981598258018494,554.8394165039062,479.0921630859375,0.9999896287918091,526.3287963867188,478.7679443359375,0.9999845027923584
455,623.6356811523438,582.0564575195312,0.9975976347923279,575.8932495117188,557.52978515625,0.9973738193511963,610.9181518554688,549.9931030273438,0.9976227879524231,510.19415283203125,496.86248779296875,0.9986920952796936,554.686279296875,479.1274719238281,0.9999890327453613,526.7363891601562,479.20562744140625,0.9999852180480957
456,620.8690795898438,583.1832885742188,0.999600350856781,576.0940551757812,557.6975708007812,0.9978464841842651,611.2500610351562,550.5968627929688,0.9986145496368408,510.4670715332031,497.0091247558594,0.9987233281135559,554.6533813476562,479.2798767089844,0.9999878406524658,526.9915161132812,478.1817321777344,0.9999834299087524
457,620.03125,584.8241577148438,0.9997555613517761,576.2555541992188,557.2294921875,0.9966437816619873,612.7960205078125,552.396728515625,0.9982946515083313,510.7117919921875,497.0721435546875,0.9985920786857605,554.5494995117188,479.27197265625,0.9999862909317017,527.0796508789062,478.33154296875,0.9999798536300659
458,620.3174438476562,587.692138671875,0.999922513961792,575.5848388671875,557.0296020507812,0.9892916083335876,615.3759765625,555.824951171875,0.9980475902557373,510.5920715332031,497.0726013183594,0.9990353584289551,554.682373046875,479.3031921386719,0.9999881982803345,527.2985229492188,478.4867248535156,0.999982476234436
459,620.15234375,587.5874633789062,0.9998695850372314,575.7689819335938,557.509765625,0.9949275255203247,616.2698974609375,556.4191284179688,0.9976867437362671,510.52252197265625,497.0237731933594,0.9991275668144226,554.7732543945312,479.298828125,0.9999878406524658,527.3482055664062,478.5249938964844,0.9999847412109375
460,622.0994873046875,588.4900512695312,0.9999406337738037,575.9890747070312,557.7985229492188,0.9920810461044312,617.0390014648438,556.7777099609375,0.9985758066177368,510.65362548828125,497.1229553222656,0.999225378036499,554.8191528320312,479.27374267578125,0.9999881982803345,527.7930297851562,478.69696044921875,0.9999817609786987
461,623.2911376953125,589.0949096679688,0.9999195337295532,575.4682006835938,557.33056640625,0.9787671566009521,616.8255615234375,556.933837890625,0.9979922771453857,510.7680969238281,497.2272644042969,0.9991472959518433,554.9559326171875,479.2667541503906,0.9999867677688599,527.9729614257812,478.79571533203125,0.9999791383743286
462,624.1257934570312,589.2449340820312,0.9999492168426514,575.884765625,557.1388549804688,0.9745901226997375,616.5525512695312,557.001953125,0.9967159032821655,510.7281188964844,497.16729736328125,0.9993983507156372,555.0364379882812,479.2442932128906,0.9999876022338867,527.8246459960938,479.7314758300781,0.999982476234436
463,623.3301391601562,589.5870971679688,0.9999340772628784,576.8602294921875,558.235595703125,0.9611443877220154,619.8055419921875,560.0426025390625,0.9980562925338745,510.78302001953125,497.2110900878906,0.9993976354598999,555.1102294921875,479.26910400390625,0.9999874830245972,527.8137817382812,479.84063720703125,0.9999818801879883
464,623.4464721679688,588.1484985351562,0.9999198913574219,576.5580444335938,558.108154296875,0.9758766293525696,617.6605834960938,557.107177734375,0.9966004490852356,510.839111328125,497.23272705078125,0.9994485974311829,554.9859008789062,479.1835021972656,0.9999864101409912,527.8817749023438,478.7015075683594,0.9999805688858032
465,623.70263671875,588.0632934570312,0.9999215602874756,576.614990234375,557.9000854492188,0.9807947278022766,616.19482421875,555.806640625,0.9960688352584839,510.8469543457031,497.27862548828125,0.9993558526039124,555.0353393554688,479.2408752441406,0.9999855756759644,527.9281616210938,478.8806457519531,0.999981164932251
466,623.5930786132812,587.7847900390625,0.9999194145202637,576.01416015625,557.0064086914062,0.9821309447288513,616.4090576171875,555.9082641601562,0.9970856308937073,510.8986511230469,497.26361083984375,0.9994656443595886,555.0750732421875,479.3212585449219,0.9999871253967285,528.0789794921875,478.8592529296875,0.9999773502349854
467,623.5695190429688,587.550537109375,0.9999221563339233,576.0545654296875,557.1466674804688,0.9762712717056274,616.8189697265625,556.4126586914062,0.9969095587730408,510.9242858886719,497.2557678222656,0.9994001388549805,555.1071166992188,479.2184143066406,0.9999862909317017,527.8990478515625,478.60382080078125,0.999980092048645
468,622.624267578125,586.507568359375,0.9998946189880371,576.2388916015625,556.9976806640625,0.9912404417991638,616.7435302734375,555.647705078125,0.9968100190162659,510.7448425292969,497.19134521484375,0.9993793964385986,554.9568481445312,479.2014465332031,0.999988317489624,527.395751953125,478.25909423828125,0.999983549118042
469,621.9593505859375,584.5206909179688,0.9995880722999573,576.2425537109375,557.1495971679688,0.9976308345794678,615.326171875,551.6206665039062,0.9997909665107727,510.8397216796875,497.27398681640625,0.9994358420372009,555.1655883789062,479.23114013671875,0.9999886751174927,527.7154541015625,478.5841064453125,0.9999823570251465
470,621.4024658203125,583.6793823242188,0.9989771842956543,576.6331787109375,557.2005004882812,0.997327446937561,610.5274047851562,548.5105590820312,0.9991746544837952,510.78094482421875,497.20086669921875,0.9994800686836243,555.072509765625,479.3357849121094,0.9999890327453613,527.9251708984375,479.9041442871094,0.9999847412109375
471,620.8966674804688,584.2064208984375,0.9953821301460266,576.211669921875,557.986572265625,0.9956455826759338,609.0028076171875,548.2559204101562,0.9880878329277039,510.7666320800781,497.1121520996094,0.999494194984436,554.9451904296875,479.3993225097656,0.9999879598617554,528.2838134765625,479.8658142089844,0.9999876022338867
472,618.8416748046875,585.8405151367188,0.9989548921585083,576.310546875,558.0786743164062,0.9942551255226135,609.7864990234375,548.9515380859375,0.9905035495758057,510.7660827636719,497.0952453613281,0.9994938373565674,554.9885864257812,479.3946228027344,0.9999895095825195,529.5552978515625,480.3046875,0.9999861717224121
473,617.914794921875,587.0162963867188,0.9983654618263245,575.8114624023438,558.1339721679688,0.9843713641166687,618.0328979492188,571.5663452148438,0.9834659099578857,510.94189453125,497.2061767578125,0.999319314956665,555.1710815429688,479.2686767578125,0.9999878406524658,528.5383911132812,480.0985412597656,0.9999865293502808
474,616.4674682617188,588.7123413085938,0.9983620047569275,575.5535278320312,558.8981323242188,0.9744306206703186,615.3132934570312,566.5767211914062,0.9977571368217468,511.0279846191406,497.16961669921875,0.9992746710777283,555.2139282226562,479.30828857421875,0.9999867677688599,528.7206420898438,480.11431884765625,0.9999861717224121
475,616.5663452148438,588.6592407226562,0.9978703260421753,575.4678955078125,558.7781982421875,0.9917448163032532,615.2886962890625,567.099609375,0.9989325404167175,511.16741943359375,497.19927978515625,0.9990825653076172,555.034423828125,479.3919982910156,0.9999860525131226,529.2149658203125,480.2798156738281,0.9999856948852539
476,616.9122314453125,588.0633544921875,0.9973627924919128,575.5189208984375,558.9042358398438,0.9868714809417725,615.8562622070312,571.2356567382812,0.9984161853790283,511.1930847167969,497.14349365234375,0.9990333318710327,554.9632568359375,479.4473571777344,0.9999862909317017,529.2540893554688,480.4529113769531,0.9999845027923584
477,617.9503784179688,587.3984985351562,0.9985888600349426,575.8348388671875,558.715087890625,0.9813435673713684,616.7410888671875,573.7627563476562,0.9989187717437744,511.2694396972656,497.1932678222656,0.9990677237510681,555.0123901367188,479.41656494140625,0.9999853372573853,529.044921875,480.421142578125,0.9999822378158569
478,618.5625,588.7083129882812,0.9989445805549622,575.389404296875,558.6210327148438,0.9925385117530823,617.4779663085938,574.1307983398438,0.9988697171211243,511.1846008300781,497.2068176269531,0.9990076422691345,554.9800415039062,479.4126892089844,0.9999827146530151,530.2759399414062,480.9183349609375,0.9999808073043823
479,619.2595825195312,588.2819213867188,0.9987565279006958,575.5042724609375,558.3755493164062,0.9932502508163452,617.5184326171875,574.1013793945312,0.9982060194015503,511.2076416015625,497.1800842285156,0.9990023970603943,555.050048828125,479.47052001953125,0.9999819993972778,529.6497192382812,481.0387268066406,0.999983549118042
480,618.91796875,586.2189331054688,0.9967555403709412,575.6594848632812,558.3943481445312,0.9905154705047607,618.3587646484375,572.606689453125,0.9904906749725342,511.302490234375,497.1602478027344,0.9990608096122742,555.137451171875,479.5242614746094,0.9999802112579346,530.3662109375,481.3099670410156,0.9999803304672241
481,619.5139770507812,585.710693359375,0.9972752928733826,576.7655639648438,558.808837890625,0.9700700640678406,611.0391235351562,549.0494384765625,0.9772862792015076,511.3348083496094,497.1742248535156,0.9991738200187683,555.10791015625,479.6400146484375,0.999983549118042,530.3612670898438,481.4894714355469,0.9999817609786987
482,619.5826416015625,586.1005859375,0.9985136389732361,576.1008911132812,557.995849609375,0.9818669557571411,610.5426025390625,549.2494506835938,0.991005539894104,511.1988525390625,497.1719970703125,0.999245285987854,555.312255859375,479.60614013671875,0.9999865293502808,530.3123779296875,480.9141845703125,0.9999860525131226
483,619.3993530273438,585.3051147460938,0.9977083206176758,576.291015625,557.77685546875,0.9843250513076782,611.26123046875,548.9008178710938,0.9848625063896179,511.2550354003906,497.1636657714844,0.9991716146469116,555.3206176757812,479.55322265625,0.9999854564666748,530.0567626953125,480.7464599609375,0.9999845027923584
484,620.1968994140625,584.6755981445312,0.9949336647987366,576.54736328125,558.5562744140625,0.9798581600189209,611.2230224609375,549.2047119140625,0.9716695547103882,511.2037048339844,497.24383544921875,0.9991732239723206,555.1627807617188,479.55828857421875,0.9999850988388062,529.7319946289062,480.8262634277344,0.9999823570251465
485,620.64404296875,586.0577392578125,0.995388388633728,576.2171020507812,558.262451171875,0.9855544567108154,618.89404296875,574.2952880859375,0.9726700186729431,511.255859375,497.30242919921875,0.9990817308425903,555.2800903320312,479.6100158691406,0.9999831914901733,529.8778076171875,481.1556091308594,0.9999817609786987
486,620.91162109375,586.794677734375,0.99403977394104,576.2518920898438,558.097900390625,0.9929189085960388,618.8247680664062,574.8004150390625,0.9939457774162292,511.2012023925781,497.2511901855469,0.9991093277931213,555.42822265625,479.6490783691406,0.9999828338623047,530.3593139648438,481.1185302734375,0.9999843835830688
487,620.3704223632812,585.439697265625,0.9967148303985596,576.1321411132812,558.1630249023438,0.9933018684387207,609.9583129882812,547.2101440429688,0.9718412160873413,511.25885009765625,497.1978454589844,0.9990999698638916,555.3663330078125,479.6000671386719,0.999984622001648,530.4249267578125,481.16473388671875,0.9999855756759644
488,619.0835571289062,587.1832885742188,0.9984986782073975,576.2907104492188,558.0870971679688,0.988778293132782,619.17626953125,574.8031616210938,0.9870067834854126,511.3217468261719,497.2615661621094,0.9991187453269958,555.2958374023438,479.5245056152344,0.9999831914901733,530.0154418945312,481.1224670410156,0.9999834299087524
489,620.5751953125,588.316162109375,0.9981422424316406,576.5135498046875,558.1161499023438,0.9880544543266296,618.6075439453125,572.44384765625,0.9985307455062866,511.4080810546875,497.2506408691406,0.9991418123245239,555.2861938476562,479.5240173339844,0.9999842643737793,530.0510864257812,481.1083984375,0.9999819993972778
490,621.1441650390625,588.6511840820312,0.9972164630889893,575.654052734375,557.971923828125,0.9951615929603577,618.8785400390625,570.20166015625,0.9983377456665039,511.5187072753906,497.0935363769531,0.9986538887023926,555.155029296875,479.5201110839844,0.9999780654907227,530.6721801757812,481.684814453125,0.9999786615371704
491,622.1356201171875,588.7567749023438,0.9957183003425598,575.5648803710938,558.1300659179688,0.9971839785575867,619.6195678710938,569.8998413085938,0.9988775849342346,511.5461120605469,497.01898193359375,0.9985174536705017,555.1753540039062,479.5474853515625,0.9999793767929077,531.0831298828125,481.45635986328125,0.9999828338623047
492,622.4946899414062,588.8482055664062,0.9970782995223999,575.6309814453125,558.2415161132812,0.9973573088645935,619.9810180664062,570.5504150390625,0.9994224309921265,511.6332092285156,497.1400146484375,0.9980239868164062,555.3978271484375,479.58282470703125,0.9999760389328003,530.8218994140625,482.04229736328125,0.9999834299087524
493,622.2952880859375,589.662109375,0.9965400695800781,575.810302734375,558.1256713867188,0.9968231916427612,620.42529296875,571.7868041992188,0.9995530247688293,511.60198974609375,497.21929931640625,0.9985388517379761,555.2962036132812,479.6840515136719,0.9999755620956421,530.941162109375,482.286865234375,0.9999845027923584
494,626.3804321289062,582.5809936523438,0.9912073016166687,575.6676025390625,558.1569213867188,0.9975441098213196,621.0647583007812,571.9160766601562,0.9992884397506714,511.5575256347656,497.1605529785156,0.998600423336029,555.3595581054688,479.6715393066406,0.9999752044677734,531.0288696289062,482.1313171386719,0.9999827146530151
495,627.0805053710938,582.4034423828125,0.9916990995407104,575.536865234375,558.2239990234375,0.9969664216041565,621.4658813476562,572.006103515625,0.9993211030960083,511.5627136230469,497.0556335449219,0.9987616539001465,555.4465942382812,479.6260986328125,0.9999775886535645,530.9016723632812,482.2568359375,0.9999816417694092
496,628.9979248046875,581.0889282226562,0.9984807372093201,576.62158203125,558.101318359375,0.9979191422462463,622.9524536132812,572.0966186523438,0.998714804649353,511.5269775390625,497.176025390625,0.9987516403198242,555.42431640625,479.7791748046875,0.9999792575836182,530.9029541015625,482.46435546875,0.9999831914901733
497,632.8857421875,575.0477905273438,0.9992490410804749,576.9500732421875,557.7505493164062,0.9980633854866028,611.5298461914062,550.2041015625,0.9964823722839355,511.70416259765625,497.07177734375,0.9988387227058411,555.4276123046875,479.74493408203125,0.9999796152114868,531.4263916015625,482.6120910644531,0.9999871253967285
498,634.7791137695312,574.8245239257812,0.9993481040000916,576.6954956054688,557.5908203125,0.9978339076042175,612.2035522460938,550.1683959960938,0.9928389191627502,511.9073486328125,496.91607666015625,0.9983323216438293,555.4730834960938,479.7989501953125,0.9999746084213257,532.1322021484375,483.0975341796875,0.9999850988388062
499,634.3822631835938,575.6790771484375,0.99964439868927,576.725830078125,557.793212890625,0.9976043105125427,611.70556640625,549.9937133789062,0.9929875731468201,511.8814392089844,496.8680114746094,0.9982995390892029,555.4475708007812,479.7754821777344,0.9999748468399048,531.9865112304688,483.09259033203125,0.9999841451644897
500,632.669189453125,578.0729370117188,0.9998194575309753,576.6663818359375,557.8419799804688,0.9983118772506714,610.1382446289062,548.5620727539062,0.9975390434265137,511.9313659667969,497.1211242675781,0.9987363219261169,555.3604736328125,479.7049560546875,0.9999749660491943,531.4763793945312,483.2283630371094,0.9999862909317017
501,632.7113037109375,579.9441528320312,0.9998761415481567,576.9930419921875,558.93212890625,0.9963666200637817,608.9942626953125,548.3143310546875,0.9984052777290344,511.9315185546875,497.30657958984375,0.9989245533943176,555.387451171875,479.7686767578125,0.9999786615371704,530.7314453125,482.8061218261719,0.9999858140945435
502,632.0892333984375,581.604248046875,0.9996170997619629,576.5103759765625,557.9527587890625,0.9935835003852844,609.63818359375,549.01708984375,0.9969956874847412,511.87152099609375,497.22998046875,0.9988877177238464,555.40771484375,479.6247863769531,0.9999785423278809,531.0697631835938,482.73779296875,0.9999878406524658
503,632.250244140625,582.6461791992188,0.9994939565658569,576.5834350585938,558.1688232421875,0.9965487122535706,609.5556030273438,548.8034057617188,0.9976996779441833,511.7437744140625,497.2647399902344,0.9990116357803345,555.4666748046875,479.65216064453125,0.9999794960021973,531.1056518554688,482.8609619140625,0.9999892711639404
504,631.5618286132812,581.4271850585938,0.9997138381004333,576.5013427734375,557.5576782226562,0.9974639415740967,609.7482299804688,548.46435546875,0.998427152633667,511.6807861328125,497.3223571777344,0.9990816116333008,555.3283081054688,479.6407775878906,0.999981164932251,530.8710327148438,482.55462646484375,0.9999897480010986
505,630.8084106445312,580.8607177734375,0.9997912049293518,576.7628784179688,557.5418701171875,0.997495710849762,609.86376953125,547.9694213867188,0.9987342953681946,511.7030334472656,497.33306884765625,0.9990729093551636,555.3333740234375,479.6851806640625,0.9999812841415405,530.8614501953125,482.6587219238281,0.9999897480010986
506,630.6575927734375,580.6138916015625,0.9998906850814819,576.7390747070312,557.3974609375,0.997761607170105,609.6504516601562,548.1342163085938,0.9993919134140015,511.7328796386719,497.3063659667969,0.9989632368087769,555.3644409179688,479.714599609375,0.9999796152114868,530.9004516601562,482.72430419921875,0.999988317489624
507,630.1701049804688,581.023193359375,0.9998652935028076,576.69677734375,557.9361572265625,0.9980886578559875,609.488525390625,548.1383666992188,0.9993005990982056,511.77203369140625,497.28863525390625,0.9989814162254333,555.4323120117188,479.733154296875,0.9999792575836182,530.9158325195312,482.6292724609375,0.9999887943267822
508,629.621826171875,580.4688110351562,0.9999227523803711,576.7036743164062,557.6370239257812,0.9985873699188232,609.6309204101562,548.4266967773438,0.9994087219238281,511.6302490234375,497.30096435546875,0.999184787273407,555.4915771484375,479.6658630371094,0.9999825954437256,530.7634887695312,482.3815612792969,0.9999905824661255
509,628.1297607421875,579.3429565429688,0.9998701810836792,576.96435546875,557.5255126953125,0.9974600672721863,610.5629272460938,548.5823364257812,0.999752938747406,511.6573181152344,497.3642883300781,0.9991713762283325,555.4947509765625,479.67822265625,0.9999827146530151,530.5982055664062,482.57470703125,0.9999902248382568
510,620.2919311523438,581.9905395507812,0.999596893787384,576.7236938476562,558.0505981445312,0.9754643440246582,614.8406982421875,550.0760498046875,0.9939099550247192,511.8705139160156,497.3426513671875,0.9988172650337219,555.346923828125,479.5904541015625,0.9999743700027466,530.9974975585938,483.71795654296875,0.9999864101409912
511,618.169921875,583.9874267578125,0.9966692328453064,576.52294921875,558.7169189453125,0.9802917838096619,610.3715209960938,549.2282104492188,0.993561863899231,511.9614562988281,497.082763671875,0.999082088470459,555.2892456054688,479.4195251464844,0.9999823570251465,530.8322143554688,482.32586669921875,0.9999924898147583
512,616.7437133789062,588.4124145507812,0.9976823329925537,575.9852905273438,559.05126953125,0.9965898990631104,617.140625,575.0562744140625,0.9812561869621277,511.8825988769531,497.03436279296875,0.9988652467727661,555.43359375,479.5821228027344,0.9999819993972778,530.4934692382812,482.1031494140625,0.9999916553497314
513,615.4016723632812,588.2269287109375,0.998661994934082,575.1476440429688,559.3807373046875,0.9970815777778625,617.6148681640625,571.3680419921875,0.933893620967865,511.7688903808594,496.9949035644531,0.9990488886833191,555.4391479492188,479.5833740234375,0.9999839067459106,531.1401977539062,481.9085388183594,0.999992847442627
514,613.8567504882812,589.5421142578125,0.9995717406272888,574.6689453125,559.2107543945312,0.9965481162071228,616.7108154296875,573.4765625,0.9161160588264465,511.9620361328125,497.0374755859375,0.9986966252326965,555.52001953125,479.5203552246094,0.9999755620956421,531.56201171875,483.5712585449219,0.9999885559082031
515,613.0987548828125,589.0241088867188,0.9991902709007263,574.1846923828125,559.0961303710938,0.9905998110771179,616.243408203125,572.169677734375,0.9156423807144165,512.0604858398438,496.90191650390625,0.9980296492576599,555.2740478515625,479.511962890625,0.9999724626541138,531.609375,483.0484619140625,0.9999881982803345
516,612.1052856445312,588.296142578125,0.9952375888824463,574.083984375,558.8301391601562,0.9937026500701904,614.3497314453125,572.833984375,0.973897397518158,512.2348022460938,496.66326904296875,0.9974507689476013,555.3035278320312,479.6328430175781,0.9999732971191406,531.76708984375,482.6444091796875,0.99998939037323
